H&alpha;:Hydrogen Recombination Line:0.05818:0:::H(483)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.05820:0:::He(483)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.05821:0:::C(483)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.05854:0:::H(482)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.05857:0:::He(482)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.05857:0:::C(482)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.05891:0:::H(481)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.05893:0:::He(481)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.05894:0:::C(481)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.05928:0:::H(480)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.05930:0:::He(480)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.05931:0:::C(480)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.05965:0:::H(479)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.05967:0:::He(479)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.05968:0:::C(479)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06002:0:::H(478)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06005:0:::He(478)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06005:0:::C(478)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06040:0:::H(477)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06043:0:::He(477)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06043:0:::C(477)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06078:0:::H(476)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06081:0:::He(476)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06081:0:::C(476)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06117:0:::H(475)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06119:0:::He(475)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06120:0:::C(475)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06155:0:::H(474)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06158:0:::He(474)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06159:0:::C(474)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06195:0:::H(473)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06197:0:::He(473)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06198:0:::C(473)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06234:0:::H(472)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06237:0:::He(472)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06237:0:::C(472)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06274:0:::H(471)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06276:0:::He(471)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06277:0:::C(471)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06314:0:::H(470)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06316:0:::He(470)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06317:0:::C(470)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06354:0:::H(469)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06357:0:::He(469)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06357:0:::C(469)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06395:0:::H(468)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06398:0:::He(468)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06398:0:::C(468)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06436:0:::H(467)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06439:0:::He(467)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06439:0:::C(467)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06478:0:::H(466)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06480:0:::He(466)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06481:0:::C(466)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06519:0:::H(465)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06522:0:::He(465)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06523:0:::C(465)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06562:0:::H(464)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06564:0:::He(464)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06565:0:::C(464)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06604:0:::H(463)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06607:0:::He(463)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06608:0:::C(463)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06647:0:::H(462)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06650:0:::He(462)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06650:0:::C(462)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06690:0:::H(461)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06693:0:::He(461)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06694:0:::C(461)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06734:0:::H(460)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06737:0:::He(460)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06738:0:::C(460)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06778:0:::H(459)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06781:0:::He(459)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06782:0:::C(459)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06823:0:::H(458)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06825:0:::He(458)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06826:0:::C(458)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06867:0:::H(457)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06870:0:::He(457)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06871:0:::C(457)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06913:0:::H(456)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06915:0:::He(456)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06916:0:::C(456)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.06958:0:::H(455)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.06961:0:::He(455)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.06962:0:::C(455)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07004:0:::H(454)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07007:0:::He(454)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07008:0:::C(454)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07051:0:::H(453)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07054:0:::He(453)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07054:0:::C(453)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07098:0:::H(452)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07100:0:::He(452)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07101:0:::C(452)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07145:0:::H(451)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07148:0:::He(451)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07148:0:::C(451)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07193:0:::H(450)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07196:0:::He(450)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07196:0:::C(450)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07241:0:::H(449)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07244:0:::He(449)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07244:0:::C(449)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07289:0:::H(448)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07292:0:::He(448)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07293:0:::C(448)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07338:0:::H(447)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07341:0:::He(447)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07342:0:::C(447)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07388:0:::H(446)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07391:0:::He(446)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07391:0:::C(446)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07437:0:::H(445)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07440:0:::He(445)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07441:0:::C(445)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07488:0:::H(444)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07491:0:::He(444)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07492:0:::C(444)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07539:0:::H(443)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07542:0:::He(443)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07542:0:::C(443)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07590:0:::H(442)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07593:0:::He(442)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07594:0:::C(442)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07642:0:::H(441)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07645:0:::He(441)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07645:0:::C(441)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07694:0:::H(440)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07697:0:::He(440)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07697:0:::C(440)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07746:0:::H(439)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07749:0:::He(439)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07750:0:::C(439)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07799:0:::H(438)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07803:0:::He(438)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07803:0:::C(438)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07853:0:::H(437)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07856:0:::He(437)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07857:0:::C(437)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07907:0:::H(436)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07910:0:::He(436)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07911:0:::C(436)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.07962:0:::H(435)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.07965:0:::He(435)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.07966:0:::C(435)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08017:0:::H(434)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08020:0:::He(434)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08021:0:::C(434)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08072:0:::H(433)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08076:0:::He(433)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08076:0:::C(433)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08128:0:::H(432)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08132:0:::He(432)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08133:0:::C(432)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08185:0:::H(431)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08188:0:::He(431)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08189:0:::C(431)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08242:0:::H(430)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08246:0:::He(430)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08246:0:::C(430)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08300:0:::H(429)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08303:0:::He(429)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08304:0:::C(429)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08358:0:::H(428)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08362:0:::He(428)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08363:0:::C(428)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08417:0:::H(427)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08421:0:::He(427)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08421:0:::C(427)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08476:0:::H(426)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08480:0:::He(426)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08481:0:::C(426)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08536:0:::H(425)&alpha;:0.00000::0.00000:0.00000:Recomb
He&alpha;:Helium Recombination Line:0.08540:0:::He(425)&alpha;:0.00000::0.00000:0.00000:Recomb
C&alpha;:Carbon Recombination Line:0.08541:0:::C(425)&alpha;:0.00000::0.00000:0.00000:Recomb
H&alpha;:Hydrogen Recombination Line:0.08597:0:::H(424)&alpha;:0.00000::0.00000:0.00000:Recomb
